"serum","dilution","date","pct_sars2","pct_sars1","norm_sars2","norm_sars1"
"King_6",46.41588834,"201005",0.879954,0.295847,0.31431340184533,0.312326930487155
"King_7",46.41588834,"201005",0.605245,0.470746,0.285394113547479,0.544486957648213
"King_9",46.41588834,"201005",0.492264,0.262541,0.175833250881284,0.27716564527282
"King_10",46.41588834,"201005",0.735889,0.346754,0.346997313194394,0.401071980457292
"King_11",46.41588834,"201005",0.814515,0.258576,0.29093904965947,0.2729797779854
"King_12",46.41588834,"201005",0.466189,0.49022,0.219824362697066,0.567011501697958
"King_2",100,"201005",1.365796,0.292953,0.487852759333721,0.309271722434243
"King_3",100,"201005",1.00054,0.235421,0.471789484206883,0.272298997881023
"King_4",100,"201005",1.092467,0.314174,0.390221556096981,0.331674821981874
"King_5",100,"201005",0.794989,0.279451,0.374865023147646,0.323226166131525
"King_6",100,"201005",1.117427,0.306078,0.399137093170577,0.323127840504204
